Turbine_ID,datetime,Active_Power,Wind_Speed_10m,Wind_Direction_50m,Wind_Speed_50m,Temperature,Relative_Humidity,Surface_Pressure,Precipitation
WTG05,2024-08-14 11:00:00,1479.0933333333332,2.04,226.9,2.09,31.05,64.54,100.29,0.04
WTG06,2024-08-14 11:00:00,1454.6026666666667,2.04,226.9,2.09,31.05,64.54,100.29,0.04
WTG07,2024-08-14 11:00:00,1452.4586666666667,2.04,226.9,2.09,31.05,64.54,100.29,0.04
WTG08,2024-08-14 11:00:00,1358.0266666666666,2.04,226.9,2.09,31.05,64.54,100.29,0.04
WTG09,2024-08-14 11:00:00,1425.4399999999998,2.04,226.9,2.09,31.05,64.54,100.29,0.04
WTG10,2024-08-14 11:00:00,1401.344,2.04,226.9,2.09,31.05,64.54,100.29,0.04
WTG01,2024-08-14 12:00:00,1059.2213333333332,2.58,236.5,2.65,31.62,62.55,100.18,0.05
WTG02,2024-08-14 12:00:00,1021.2906666666667,2.58,236.5,2.65,31.62,62.55,100.18,0.05
WTG03,2024-08-14 12:00:00,1060.0106666666668,2.58,236.5,2.65,31.62,62.55,100.18,0.05
WTG04,2024-08-14 12:00:00,1059.2746666666667,2.58,236.5,2.65,31.62,62.55,100.18,0.05
WTG05,2024-08-14 12:00:00,1072.416,2.58,236.5,2.65,31.62,62.55,100.18,0.05
WTG06,2024-08-14 12:00:00,1088.256,2.58,236.5,2.65,31.62,62.55,100.18,0.05
WTG07,2024-08-14 12:00:00,1121.6533333333334,2.58,236.5,2.65,31.62,62.55,100.18,0.05
WTG08,2024-08-14 12:00:00,1064.768,2.58,236.5,2.65,31.62,62.55,100.18,0.05
WTG09,2024-08-14 12:00:00,1043.5946666666666,2.58,236.5,2.65,31.62,62.55,100.18,0.05
WTG10,2024-08-14 12:00:00,1024.8533333333332,2.58,236.5,2.65,31.62,62.55,100.18,0.05
WTG01,2024-08-14 13:00:00,841.5573333333333,3.25,242.8,3.39,31.65,62.89,100.09,0.06
WTG02,2024-08-14 13:00:00,879.3386666666667,3.25,242.8,3.39,31.65,62.89,100.09,0.06
WTG03,2024-08-14 13:00:00,856.1066666666667,3.25,242.8,3.39,31.65,62.89,100.09,0.06
WTG04,2024-08-14 13:00:00,833.4720000000001,3.25,242.8,3.39,31.65,62.89,100.09,0.06
WTG05,2024-08-14 13:00:00,814.976,3.25,242.8,3.39,31.65,62.89,100.09,0.06
WTG06,2024-08-14 13:00:00,819.0613333333334,3.25,242.8,3.39,31.65,62.89,100.09,0.06
WTG07,2024-08-14 13:00:00,842.5386666666667,3.25,242.8,3.39,31.65,62.89,100.09,0.06
WTG08,2024-08-14 13:00:00,815.8506666666667,3.25,242.8,3.39,31.65,62.89,100.09,0.06
WTG09,2024-08-14 13:00:00,787.0826666666667,3.25,242.8,3.39,31.65,62.89,100.09,0.06
WTG10,2024-08-14 13:00:00,854.3573333333334,3.25,242.8,3.39,31.65,62.89,100.09,0.06
WTG01,2024-08-14 14:00:00,1473.728,3.71,242.6,3.93,31.43,63.83,100.06,0.04
WTG02,2024-08-14 14:00:00,1514.4106666666667,3.71,242.6,3.93,31.43,63.83,100.06,0.04
WTG03,2024-08-14 14:00:00,1484.2879999999998,3.71,242.6,3.93,31.43,63.83,100.06,0.04
WTG04,2024-08-14 14:00:00,1530.7520000000002,3.71,242.6,3.93,31.43,63.83,100.06,0.04
WTG05,2024-08-14 14:00:00,1542.72,3.71,242.6,3.93,31.43,63.83,100.06,0.04
WTG06,2024-08-14 14:00:00,1532.9386666666667,3.71,242.6,3.93,31.43,63.83,100.06,0.04
WTG07,2024-08-14 14:00:00,1505.3653333333332,3.71,242.6,3.93,31.43,63.83,100.06,0.04
WTG08,2024-08-14 14:00:00,1543.232,3.71,242.6,3.93,31.43,63.83,100.06,0.04
WTG09,2024-08-14 14:00:00,1500.9493333333332,3.71,242.6,3.93,31.43,63.83,100.06,0.04
WTG10,2024-08-14 14:00:00,1552.192,3.71,242.6,3.93,31.43,63.83,100.06,0.04
WTG01,2024-08-14 15:00:00,1629.728,3.95,239.1,4.24,30.93,65.74,100.06,0.05
WTG02,2024-08-14 15:00:00,1744.8853333333334,3.95,239.1,4.24,30.93,65.74,100.06,0.05
WTG03,2024-08-14 15:00:00,1675.8506666666665,3.95,239.1,4.24,30.93,65.74,100.06,0.05
WTG04,2024-08-14 15:00:00,1680.2346666666665,3.95,239.1,4.24,30.93,65.74,100.06,0.05
WTG05,2024-08-14 15:00:00,1710.2186666666666,3.95,239.1,4.24,30.93,65.74,100.06,0.05
WTG06,2024-08-14 15:00:00,1711.104,3.95,239.1,4.24,30.93,65.74,100.06,0.05
WTG07,2024-08-14 15:00:00,1715.5733333333335,3.95,239.1,4.24,30.93,65.74,100.06,0.05
WTG08,2024-08-14 15:00:00,1644.1706666666666,3.95,239.1,4.24,30.93,65.74,100.06,0.05
WTG09,2024-08-14 15:00:00,1634.2933333333333,3.95,239.1,4.24,30.93,65.74,100.06,0.05
WTG10,2024-08-14 15:00:00,1633.0986666666668,3.95,239.1,4.24,30.93,65.74,100.06,0.05
WTG01,2024-08-14 16:00:00,1883.68,3.97,234.3,4.36,30.3,68.38,100.12,0.07
WTG02,2024-08-14 16:00:00,1860.4693333333335,3.97,234.3,4.36,30.3,68.38,100.12,0.07
WTG03,2024-08-14 16:00:00,1761.2053333333333,3.97,234.3,4.36,30.3,68.38,100.12,0.07
WTG04,2024-08-14 16:00:00,1740.8533333333332,3.97,234.3,4.36,30.3,68.38,100.12,0.07
WTG05,2024-08-14 16:00:00,1733.9946666666667,3.97,234.3,4.36,30.3,68.38,100.12,0.07
WTG06,2024-08-14 16:00:00,1737.6746666666668,3.97,234.3,4.36,30.3,68.38,100.12,0.07
WTG07,2024-08-14 16:00:00,1733.4613333333334,3.97,234.3,4.36,30.3,68.38,100.12,0.07
WTG08,2024-08-14 16:00:00,1731.4133333333332,3.97,234.3,4.36,30.3,68.38,100.12,0.07
WTG09,2024-08-14 16:00:00,1754.24,3.97,234.3,4.36,30.3,68.38,100.12,0.07
WTG10,2024-08-14 16:00:00,1718.1333333333332,3.97,234.3,4.36,30.3,68.38,100.12,0.07
WTG01,2024-08-14 17:00:00,2579.5626666666667,3.67,227.6,4.28,29.59,71.77,100.2,0.14
WTG02,2024-08-14 17:00:00,2553.472,3.67,227.6,4.28,29.59,71.77,100.2,0.14
WTG03,2024-08-14 17:00:00,2599.3813333333333,3.67,227.6,4.28,29.59,71.77,100.2,0.14
WTG04,2024-08-14 17:00:00,2295.2106666666664,3.67,227.6,4.28,29.59,71.77,100.2,0.14
WTG05,2024-08-14 17:00:00,2523.456,3.67,227.6,4.28,29.59,71.77,100.2,0.14
WTG06,2024-08-14 17:00:00,1435.1253333333334,3.67,227.6,4.28,29.59,71.77,100.2,0.14
WTG07,2024-08-14 17:00:00,2579.5626666666667,3.67,227.6,4.28,29.59,71.77,100.2,0.14
WTG08,2024-08-14 17:00:00,2532.0853333333334,3.67,227.6,4.28,29.59,71.77,100.2,0.14
WTG09,2024-08-14 17:00:00,2559.4773333333337,3.67,227.6,4.28,29.59,71.77,100.2,0.14
WTG10,2024-08-14 17:00:00,2564.6613333333335,3.67,227.6,4.28,29.59,71.77,100.2,0.14
WTG01,2024-08-14 18:00:00,2755.1253333333334,3.35,219.3,4.29,29.02,75.49,100.28,0.27
WTG02,2024-08-14 18:00:00,2777.845333333333,3.35,219.3,4.29,29.02,75.49,100.28,0.27
WTG03,2024-08-14 18:00:00,2782.858666666667,3.35,219.3,4.29,29.02,75.49,100.28,0.27
WTG04,2024-08-14 18:00:00,1202.9013333333335,3.35,219.3,4.29,29.02,75.49,100.28,0.27
WTG05,2024-08-14 18:00:00,2824.5653333333335,3.35,219.3,4.29,29.02,75.49,100.28,0.27
WTG06,2024-08-14 18:00:00,2423.9680000000003,3.35,219.3,4.29,29.02,75.49,100.28,0.27
WTG07,2024-08-14 18:00:00,2962.8693333333335,3.35,219.3,4.29,29.02,75.49,100.28,0.27
WTG08,2024-08-14 18:00:00,2963.317333333333,3.35,219.3,4.29,29.02,75.49,100.28,0.27
WTG09,2024-08-14 18:00:00,2848.6613333333335,3.35,219.3,4.29,29.02,75.49,100.28,0.27
WTG10,2024-08-14 18:00:00,944.8533333333334,3.35,219.3,4.29,29.02,75.49,100.28,0.27
WTG01,2024-08-14 19:00:00,3161.450666666667,3.44,212.8,4.46,28.69,77.97,100.37,0.45
WTG02,2024-08-14 19:00:00,3128.896,3.44,212.8,4.46,28.69,77.97,100.37,0.45
WTG03,2024-08-14 19:00:00,3163.6479999999997,3.44,212.8,4.46,28.69,77.97,100.37,0.45
WTG04,2024-08-14 19:00:00,41.408,3.44,212.8,4.46,28.69,77.97,100.37,0.45
WTG05,2024-08-14 19:00:00,3176.2346666666667,3.44,212.8,4.46,28.69,77.97,100.37,0.45
WTG06,2024-08-14 19:00:00,3145.834666666667,3.44,212.8,4.46,28.69,77.97,100.37,0.45
WTG07,2024-08-14 19:00:00,3171.6266666666666,3.44,212.8,4.46,28.69,77.97,100.37,0.45
WTG08,2024-08-14 19:00:00,3159.349333333333,3.44,212.8,4.46,28.69,77.97,100.37,0.45
WTG09,2024-08-14 19:00:00,2995.328,3.44,212.8,4.46,28.69,77.97,100.37,0.45
WTG10,2024-08-14 19:00:00,1538.7413333333334,3.44,212.8,4.46,28.69,77.97,100.37,0.45
WTG01,2024-08-14 20:00:00,2971.6266666666666,3.61,207.9,4.7,28.4,80.16,100.43,0.48
WTG02,2024-08-14 20:00:00,3000.3626666666664,3.61,207.9,4.7,28.4,80.16,100.43,0.48
WTG03,2024-08-14 20:00:00,2962.4533333333334,3.61,207.9,4.7,28.4,80.16,100.43,0.48
WTG04,2024-08-14 20:00:00,288.96,3.61,207.9,4.7,28.4,80.16,100.43,0.48
WTG05,2024-08-14 20:00:00,2944.138666666667,3.61,207.9,4.7,28.4,80.16,100.43,0.48
WTG06,2024-08-14 20:00:00,2961.461333333333,3.61,207.9,4.7,28.4,80.16,100.43,0.48
WTG07,2024-08-14 20:00:00,3028.7253333333333,3.61,207.9,4.7,28.4,80.16,100.43,0.48
WTG08,2024-08-14 20:00:00,2997.8986666666665,3.61,207.9,4.7,28.4,80.16,100.43,0.48
WTG09,2024-08-14 20:00:00,2827.2106666666664,3.61,207.9,4.7,28.4,80.16,100.43,0.48
WTG10,2024-08-14 20:00:00,2606.154666666667,3.61,207.9,4.7,28.4,80.16,100.43,0.48
WTG01,2024-08-14 21:00:00,2636.9493333333335,3.87,203.0,4.96,28.14,81.99,100.47,0.41
WTG02,2024-08-14 21:00:00,2681.749333333333,3.87,203.0,4.96,28.14,81.99,100.47,0.41
WTG03,2024-08-14 21:00:00,2634.6453333333334,3.87,203.0,4.96,28.14,81.99,100.47,0.41
WTG04,2024-08-14 21:00:00,794.176,3.87,203.0,4.96,28.14,81.99,100.47,0.41
WTG05,2024-08-14 21:00:00,2636.5226666666663,3.87,203.0,4.96,28.14,81.99,100.47,0.41
WTG06,2024-08-14 21:00:00,2680.5333333333333,3.87,203.0,4.96,28.14,81.99,100.47,0.41
WTG07,2024-08-14 21:00:00,2712.5653333333335,3.87,203.0,4.96,28.14,81.99,100.47,0.41
WTG08,2024-08-14 21:00:00,2720.8106666666667,3.87,203.0,4.96,28.14,81.99,100.47,0.41
WTG09,2024-08-14 21:00:00,2647.5626666666667,3.87,203.0,4.96,28.14,81.99,100.47,0.41
WTG10,2024-08-14 21:00:00,235.616,3.87,203.0,4.96,28.14,81.99,100.47,0.41
WTG01,2024-08-14 22:00:00,2827.0293333333334,4.22,200.5,5.31,27.89,83.81,100.45,0.43
WTG02,2024-08-14 22:00:00,2852.170666666667,4.22,200.5,5.31,27.89,83.81,100.45,0.43
WTG03,2024-08-14 22:00:00,2802.922666666667,4.22,200.5,5.31,27.89,83.81,100.45,0.43
WTG04,2024-08-14 22:00:00,549.5893333333333,4.22,200.5,5.31,27.89,83.81,100.45,0.43
WTG05,2024-08-14 22:00:00,2913.3333333333335,4.22,200.5,5.31,27.89,83.81,100.45,0.43
WTG06,2024-08-14 22:00:00,2863.872,4.22,200.5,5.31,27.89,83.81,100.45,0.43
WTG07,2024-08-14 22:00:00,2827.925333333333,4.22,200.5,5.31,27.89,83.81,100.45,0.43
WTG08,2024-08-14 22:00:00,2933.376,4.22,200.5,5.31,27.89,83.81,100.45,0.43
WTG09,2024-08-14 22:00:00,2789.5893333333333,4.22,200.5,5.31,27.89,83.81,100.45,0.43
WTG10,2024-08-14 22:00:00,86.13333333333333,4.22,200.5,5.31,27.89,83.81,100.45,0.43
WTG01,2024-08-14 23:00:00,2711.04,4.51,201.5,5.6,27.68,85.37,100.37,0.32
WTG02,2024-08-14 23:00:00,2655.232,4.51,201.5,5.6,27.68,85.37,100.37,0.32
WTG03,2024-08-14 23:00:00,2712.213333333333,4.51,201.5,5.6,27.68,85.37,100.37,0.32
WTG04,2024-08-14 23:00:00,520.5013333333333,4.51,201.5,5.6,27.68,85.37,100.37,0.32
WTG05,2024-08-14 23:00:00,2759.018666666667,4.51,201.5,5.6,27.68,85.37,100.37,0.32
WTG06,2024-08-14 23:00:00,2654.3146666666667,4.51,201.5,5.6,27.68,85.37,100.37,0.32
WTG07,2024-08-14 23:00:00,2602.8373333333334,4.51,201.5,5.6,27.68,85.37,100.37,0.32
WTG08,2024-08-14 23:00:00,2680.544,4.51,201.5,5.6,27.68,85.37,100.37,0.32
WTG09,2024-08-14 23:00:00,2713.9946666666665,4.51,201.5,5.6,27.68,85.37,100.37,0.32
WTG10,2024-08-14 23:00:00,304.9493333333333,4.51,201.5,5.6,27.68,85.37,100.37,0.32
WTG01,2024-08-15 00:00:00,2164.085333333333,4.74,203.7,5.84,27.53,86.52,100.29,0.2
WTG02,2024-08-15 00:00:00,2116.074666666667,4.74,203.7,5.84,27.53,86.52,100.29,0.2
WTG03,2024-08-15 00:00:00,2078.2826666666665,4.74,203.7,5.84,27.53,86.52,100.29,0.2
WTG04,2024-08-15 00:00:00,2029.3973333333333,4.74,203.7,5.84,27.53,86.52,100.29,0.2
WTG05,2024-08-15 00:00:00,2193.3759999999997,4.74,203.7,5.84,27.53,86.52,100.29,0.2
WTG06,2024-08-15 00:00:00,2091.7760000000003,4.74,203.7,5.84,27.53,86.52,100.29,0.2
WTG07,2024-08-15 00:00:00,2117.0133333333333,4.74,203.7,5.84,27.53,86.52,100.29,0.2
WTG08,2024-08-15 00:00:00,2160.704,4.74,203.7,5.84,27.53,86.52,100.29,0.2
WTG09,2024-08-15 00:00:00,2193.1306666666665,4.74,203.7,5.84,27.53,86.52,100.29,0.2
WTG10,2024-08-15 00:00:00,1413.6213333333333,4.74,203.7,5.84,27.53,86.52,100.29,0.2
WTG01,2024-08-15 01:00:00,2644.650666666667,4.85,206.6,5.99,27.42,87.4,100.22,0.09
WTG02,2024-08-15 01:00:00,2687.5840000000003,4.85,206.6,5.99,27.42,87.4,100.22,0.09
WTG03,2024-08-15 01:00:00,2636.650666666667,4.85,206.6,5.99,27.42,87.4,100.22,0.09
WTG04,2024-08-15 01:00:00,822.3786666666666,4.85,206.6,5.99,27.42,87.4,100.22,0.09
WTG05,2024-08-15 01:00:00,2680.8746666666666,4.85,206.6,5.99,27.42,87.4,100.22,0.09
WTG06,2024-08-15 01:00:00,2686.6453333333334,4.85,206.6,5.99,27.42,87.4,100.22,0.09
WTG07,2024-08-15 01:00:00,2646.2400000000002,4.85,206.6,5.99,27.42,87.4,100.22,0.09
WTG08,2024-08-15 01:00:00,2693.5679999999998,4.85,206.6,5.99,27.42,87.4,100.22,0.09
WTG09,2024-08-15 01:00:00,2617.237333333333,4.85,206.6,5.99,27.42,87.4,100.22,0.09
WTG10,2024-08-15 01:00:00,568.1386666666666,4.85,206.6,5.99,27.42,87.4,100.22,0.09
WTG01,2024-08-15 02:00:00,2611.6266666666666,5.03,209.8,6.26,27.36,87.97,100.17,0.05
WTG02,2024-08-15 02:00:00,2736.4906666666666,5.03,209.8,6.26,27.36,87.97,100.17,0.05
WTG03,2024-08-15 02:00:00,2916.4053333333336,5.03,209.8,6.26,27.36,87.97,100.17,0.05
WTG04,2024-08-15 02:00:00,154.048,5.03,209.8,6.26,27.36,87.97,100.17,0.05
WTG05,2024-08-15 02:00:00,3022.176,5.03,209.8,6.26,27.36,87.97,100.17,0.05
WTG06,2024-08-15 02:00:00,3003.4773333333337,5.03,209.8,6.26,27.36,87.97,100.17,0.05
WTG07,2024-08-15 02:00:00,3015.168,5.03,209.8,6.26,27.36,87.97,100.17,0.05
WTG08,2024-08-15 02:00:00,3017.269333333333,5.03,209.8,6.26,27.36,87.97,100.17,0.05
WTG09,2024-08-15 02:00:00,2819.0506666666665,5.03,209.8,6.26,27.36,87.97,100.17,0.05
WTG10,2024-08-15 02:00:00,344.8213333333333,5.03,209.8,6.26,27.36,87.97,100.17,0.05
WTG01,2024-08-15 03:00:00,2640.7360000000003,5.07,211.2,6.33,27.3,88.44,100.15,0.03
WTG02,2024-08-15 03:00:00,2766.538666666667,5.07,211.2,6.33,27.3,88.44,100.15,0.03
WTG03,2024-08-15 03:00:00,2751.6586666666667,5.07,211.2,6.33,27.3,88.44,100.15,0.03
WTG04,2024-08-15 03:00:00,1018.4106666666667,5.07,211.2,6.33,27.3,88.44,100.15,0.03
WTG05,2024-08-15 03:00:00,2702.8693333333335,5.07,211.2,6.33,27.3,88.44,100.15,0.03
WTG06,2024-08-15 03:00:00,2891.061333333333,5.07,211.2,6.33,27.3,88.44,100.15,0.03
WTG07,2024-08-15 03:00:00,3005.610666666667,5.07,211.2,6.33,27.3,88.44,100.15,0.03
WTG08,2024-08-15 03:00:00,3111.317333333334,5.07,211.2,6.33,27.3,88.44,100.15,0.03
WTG09,2024-08-15 03:00:00,3037.312,5.07,211.2,6.33,27.3,88.44,100.15,0.03
WTG10,2024-08-15 03:00:00,2050.848,5.07,211.2,6.33,27.3,88.44,100.15,0.03
WTG01,2024-08-15 04:00:00,3235.36,5.08,210.5,6.42,27.23,88.87,100.19,0.02
WTG02,2024-08-15 04:00:00,3283.690666666667,5.08,210.5,6.42,27.23,88.87,100.19,0.02
WTG03,2024-08-15 04:00:00,3265.3866666666668,5.08,210.5,6.42,27.23,88.87,100.19,0.02
WTG04,2024-08-15 04:00:00,-22.090666666666664,5.08,210.5,6.42,27.23,88.87,100.19,0.02
WTG05,2024-08-15 04:00:00,3291.5840000000003,5.08,210.5,6.42,27.23,88.87,100.19,0.02
WTG06,2024-08-15 04:00:00,3286.0480000000002,5.08,210.5,6.42,27.23,88.87,100.19,0.02
WTG07,2024-08-15 04:00:00,3266.293333333333,5.08,210.5,6.42,27.23,88.87,100.19,0.02
WTG08,2024-08-15 04:00:00,3230.3573333333334,5.08,210.5,6.42,27.23,88.87,100.19,0.02
WTG09,2024-08-15 04:00:00,3149.7279999999996,5.08,210.5,6.42,27.23,88.87,100.19,0.02
WTG10,2024-08-15 04:00:00,2980.6613333333335,5.08,210.5,6.42,27.23,88.87,100.19,0.02
WTG01,2024-08-15 05:00:00,3225.1733333333336,5.22,210.9,6.51,27.28,88.57,100.24,0.03
WTG02,2024-08-15 05:00:00,3247.626666666667,5.22,210.9,6.51,27.28,88.57,100.24,0.03
WTG03,2024-08-15 05:00:00,3245.92,5.22,210.9,6.51,27.28,88.57,100.24,0.03
WTG04,2024-08-15 05:00:00,122.73066666666666,5.22,210.9,6.51,27.28,88.57,100.24,0.03
WTG05,2024-08-15 05:00:00,3247.7653333333333,5.22,210.9,6.51,27.28,88.57,100.24,0.03
WTG06,2024-08-15 05:00:00,3235.445333333333,5.22,210.9,6.51,27.28,88.57,100.24,0.03
WTG07,2024-08-15 05:00:00,3226.5280000000002,5.22,210.9,6.51,27.28,88.57,100.24,0.03
WTG08,2024-08-15 05:00:00,3201.9519999999998,5.22,210.9,6.51,27.28,88.57,100.24,0.03
WTG09,2024-08-15 05:00:00,2990.4106666666667,5.22,210.9,6.51,27.28,88.57,100.24,0.03
WTG10,2024-08-15 05:00:00,2914.229333333333,5.22,210.9,6.51,27.28,88.57,100.24,0.03
WTG01,2024-08-15 06:00:00,1914.6133333333335,5.77,212.9,6.7,27.93,84.95,100.3,0.02
WTG02,2024-08-15 06:00:00,2059.0933333333332,5.77,212.9,6.7,27.93,84.95,100.3,0.02
WTG03,2024-08-15 06:00:00,2070.6666666666665,5.77,212.9,6.7,27.93,84.95,100.3,0.02
WTG04,2024-08-15 06:00:00,1967.3813333333335,5.77,212.9,6.7,27.93,84.95,100.3,0.02
WTG05,2024-08-15 06:00:00,2185.1839999999997,5.77,212.9,6.7,27.93,84.95,100.3,0.02
WTG06,2024-08-15 06:00:00,1822.2613333333331,5.77,212.9,6.7,27.93,84.95,100.3,0.02
WTG07,2024-08-15 06:00:00,2453.7813333333334,5.77,212.9,6.7,27.93,84.95,100.3,0.02
WTG08,2024-08-15 06:00:00,2593.664,5.77,212.9,6.7,27.93,84.95,100.3,0.02
WTG09,2024-08-15 06:00:00,2703.232,5.77,212.9,6.7,27.93,84.95,100.3,0.02
WTG10,2024-08-15 06:00:00,2508.256,5.77,212.9,6.7,27.93,84.95,100.3,0.02
WTG01,2024-08-15 07:00:00,2980.885333333333,6.07,214.9,6.91,28.9,78.96,100.37,0.03
WTG02,2024-08-15 07:00:00,3116.0640000000003,6.07,214.9,6.91,28.9,78.96,100.37,0.03
WTG03,2024-08-15 07:00:00,3012.170666666667,6.07,214.9,6.91,28.9,78.96,100.37,0.03
WTG04,2024-08-15 07:00:00,2617.269333333333,6.07,214.9,6.91,28.9,78.96,100.37,0.03
WTG05,2024-08-15 07:00:00,3130.2826666666665,6.07,214.9,6.91,28.9,78.96,100.37,0.03
WTG06,2024-08-15 07:00:00,573.408,6.07,214.9,6.91,28.9,78.96,100.37,0.03
WTG07,2024-08-15 07:00:00,3107.8186666666666,6.07,214.9,6.91,28.9,78.96,100.37,0.03
WTG08,2024-08-15 07:00:00,3057.3013333333333,6.07,214.9,6.91,28.9,78.96,100.37,0.03
WTG09,2024-08-15 07:00:00,3131.9786666666664,6.07,214.9,6.91,28.9,78.96,100.37,0.03
WTG10,2024-08-15 07:00:00,3136.0213333333336,6.07,214.9,6.91,28.9,78.96,100.37,0.03
WTG01,2024-08-15 08:00:00,3045.0026666666668,6.11,216.4,6.89,29.86,73.42,100.4,0.03
WTG02,2024-08-15 08:00:00,2987.498666666667,6.11,216.4,6.89,29.86,73.42,100.4,0.03
WTG03,2024-08-15 08:00:00,3092.4906666666666,6.11,216.4,6.89,29.86,73.42,100.4,0.03
WTG04,2024-08-15 08:00:00,2584.032,6.11,216.4,6.89,29.86,73.42,100.4,0.03
WTG05,2024-08-15 08:00:00,3033.0986666666668,6.11,216.4,6.89,29.86,73.42,100.4,0.03
WTG06,2024-08-15 08:00:00,966.7626666666666,6.11,216.4,6.89,29.86,73.42,100.4,0.03
WTG07,2024-08-15 08:00:00,3096.704,6.11,216.4,6.89,29.86,73.42,100.4,0.03
WTG08,2024-08-15 08:00:00,3044.928,6.11,216.4,6.89,29.86,73.42,100.4,0.03
WTG09,2024-08-15 08:00:00,3042.1973333333335,6.11,216.4,6.89,29.86,73.42,100.4,0.03
WTG10,2024-08-15 08:00:00,3067.701333333333,6.11,216.4,6.89,29.86,73.42,100.4,0.03
WTG01,2024-08-15 09:00:00,2883.904,6.29,219.8,7.04,30.86,68.38,100.39,0.07
WTG02,2024-08-15 09:00:00,2891.7333333333336,6.29,219.8,7.04,30.86,68.38,100.39,0.07
WTG03,2024-08-15 09:00:00,2898.7413333333334,6.29,219.8,7.04,30.86,68.38,100.39,0.07
WTG04,2024-08-15 09:00:00,2577.1413333333335,6.29,219.8,7.04,30.86,68.38,100.39,0.07
WTG05,2024-08-15 09:00:00,3036.469333333333,6.29,219.8,7.04,30.86,68.38,100.39,0.07
WTG06,2024-08-15 09:00:00,719.1146666666667,6.29,219.8,7.04,30.86,68.38,100.39,0.07
WTG07,2024-08-15 09:00:00,3091.4666666666667,6.29,219.8,7.04,30.86,68.38,100.39,0.07
WTG08,2024-08-15 09:00:00,3101.536,6.29,219.8,7.04,30.86,68.38,100.39,0.07
WTG09,2024-08-15 09:00:00,3041.6533333333336,6.29,219.8,7.04,30.86,68.38,100.39,0.07
WTG10,2024-08-15 09:00:00,3041.3013333333333,6.29,219.8,7.04,30.86,68.38,100.39,0.07
WTG01,2024-08-15 10:00:00,3179.8186666666666,6.53,223.6,7.27,31.59,65.09,100.34,0.06
WTG02,2024-08-15 10:00:00,3172.064,6.53,223.6,7.27,31.59,65.09,100.34,0.06
WTG03,2024-08-15 10:00:00,3188.0533333333333,6.53,223.6,7.27,31.59,65.09,100.34,0.06
WTG04,2024-08-15 10:00:00,2661.962666666667,6.53,223.6,7.27,31.59,65.09,100.34,0.06
WTG05,2024-08-15 10:00:00,3218.72,6.53,223.6,7.27,31.59,65.09,100.34,0.06
WTG06,2024-08-15 10:00:00,269.6213333333333,6.53,223.6,7.27,31.59,65.09,100.34,0.06
WTG07,2024-08-15 10:00:00,3180.682666666666,6.53,223.6,7.27,31.59,65.09,100.34,0.06
WTG08,2024-08-15 10:00:00,3226.464,6.53,223.6,7.27,31.59,65.09,100.34,0.06
WTG09,2024-08-15 10:00:00,3194.9653333333335,6.53,223.6,7.27,31.59,65.09,100.34,0.06
WTG10,2024-08-15 10:00:00,3207.776,6.53,223.6,7.27,31.59,65.09,100.34,0.06
WTG01,2024-08-15 11:00:00,3131.2426666666665,6.75,225.9,7.48,31.94,63.53,100.25,0.05
WTG02,2024-08-15 11:00:00,3167.328,6.75,225.9,7.48,31.94,63.53,100.25,0.05
WTG03,2024-08-15 11:00:00,3175.392,6.75,225.9,7.48,31.94,63.53,100.25,0.05
WTG04,2024-08-15 11:00:00,2594.346666666667,6.75,225.9,7.48,31.94,63.53,100.25,0.05
WTG05,2024-08-15 11:00:00,3216.842666666667,6.75,225.9,7.48,31.94,63.53,100.25,0.05
WTG06,2024-08-15 11:00:00,359.712,6.75,225.9,7.48,31.94,63.53,100.25,0.05
WTG07,2024-08-15 11:00:00,3259.712,6.75,225.9,7.48,31.94,63.53,100.25,0.05
WTG08,2024-08-15 11:00:00,3211.4346666666665,6.75,225.9,7.48,31.94,63.53,100.25,0.05
WTG09,2024-08-15 11:00:00,3207.616,6.75,225.9,7.48,31.94,63.53,100.25,0.05
WTG10,2024-08-15 11:00:00,3159.8506666666667,6.75,225.9,7.48,31.94,63.53,100.25,0.05
WTG01,2024-08-15 12:00:00,3227.5840000000003,6.83,226.3,7.58,32.02,63.02,100.17,0.04
WTG02,2024-08-15 12:00:00,3203.6693333333333,6.83,226.3,7.58,32.02,63.02,100.17,0.04
WTG03,2024-08-15 12:00:00,3193.866666666667,6.83,226.3,7.58,32.02,63.02,100.17,0.04
WTG04,2024-08-15 12:00:00,2677.472,6.83,226.3,7.58,32.02,63.02,100.17,0.04
WTG05,2024-08-15 12:00:00,3225.2586666666666,6.83,226.3,7.58,32.02,63.02,100.17,0.04
WTG06,2024-08-15 12:00:00,104.80000000000001,6.83,226.3,7.58,32.02,63.02,100.17,0.04
WTG07,2024-08-15 12:00:00,3248.4159999999997,6.83,226.3,7.58,32.02,63.02,100.17,0.04
WTG08,2024-08-15 12:00:00,3303.6586666666667,6.83,226.3,7.58,32.02,63.02,100.17,0.04
WTG09,2024-08-15 12:00:00,3273.8986666666665,6.83,226.3,7.58,32.02,63.02,100.17,0.04
WTG10,2024-08-15 12:00:00,3200.7360000000003,6.83,226.3,7.58,32.02,63.02,100.17,0.04
WTG01,2024-08-15 13:00:00,3177.1839999999997,6.73,225.3,7.47,31.88,63.44,100.09,0.04
WTG02,2024-08-15 13:00:00,3178.3146666666667,6.73,225.3,7.47,31.88,63.44,100.09,0.04
